id_a,id_b,source,frozen_on
310c156419ea422872c92052fddd902b,e7b8d4f1978aa78ee6d5ba378a12348f,user_marked_not_same_lower_iou.csv,2026-08-09
3111867f5335731289a4feb3db5644b7,a20eedc8f4a55e36f0bfc88bc5f8dd06,user_marked_not_same_lower_iou.csv,2026-08-09
3184f4b67b1ab07cb39e2e3e4b381c16,cdc62b9e07d25bb4ceac1ba9d09e6e12,user_marked_not_same_lower_iou.csv,2026-08-09
337be23a5a57efd390460172053fe5b7,8b19e141c1741cb06bdff6bffc9503b1,user_marked_not_same_lower_iou.csv,2026-08-09
35df658da1f793bd9cab0a1ff94fdf33,f3e61a3dec438a366b62df1db47a4cd3,user_marked_not_same_lower_iou.csv,2026-08-09
3858dedc8e091fc0315c50e7f8d74a56,f90b38ef792d1763de8a25d33fdff1cc,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2026-08-09
38b57271d9d5c552236511e9c5d4cf04,9aee8da9114ad6691c94054ca683777c,user_marked_not_same_lower_iou.csv,2026-08-09
38c6319c29001aba4db299be8dcfb874,c54e20196fd1f02eef4fe02190e773d9,user_marked_not_same_lower_iou.csv,2026-08-09
3e52207d9b9e15dd09d12b56f67d00b4,8ad12c31792813c22bd2082d91642c91,user_marked_not_same_lower_iou.csv,2026-08-09
3ecd13e82ee7dedd1ae1749a16cac7a1,4f0d03d08a5583138eaed5761f895d28,user_marked_not_same_lower_iou.csv,2026-08-09
3ee16cef000a96c344248a90e5cfccd2,8d2d81395c6a14a4683d92b7db8bf18b,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_safe_not_twins_p476_480_511.json,2026-08-09
3eee912c7daba1d6c5c6968ef71b5570,c2f90bbc5200609817a0745279582e72,proposalA_keep_vs_cluster_keep,2026-08-09
3f0c4e9f8fb3b846e49bb1ca2b3021ef,fae6996aeed84a9a75cbe726be46bab3,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_safe_not_twins_p476_480_511.json,2026-08-09
49a2ed9b6af2a48a788b9dd6066bdb0a,9a4ba048c62623465d6a7a0d8549a657,proposalA_keep_vs_cluster_keep|user_marked_not_same_scan3_safe.csv,2026-08-09
49adfe9cc766f35827b1db55e01d8cca,ec2657eff0395f0c0eddac5b35cf584a,user_marked_not_same_lower_iou.csv,2026-08-09
49cf4320931ec7b716d8782ce29c4549,ed3028d82ffde075540a2d54abed2b15,user_marked_not_same_lower_iou.csv,2026-08-09
5153df72c43ac1de852e734075691c30,80645c22c26e113e14fd16a0fa837f54,user_marked_not_same_lower_iou.csv,2026-08-09
521da07cca3ad8a9615ad591d9375538,d0a19a35996817e2b7a5f4c6c35c57be,user_marked_not_same_lower_iou.csv,2026-08-09
52f458343920a7409c42f4ec0a9cc8e0,82dae0379e4a414709c98eb12dd5e711,user_marked_not_same_lower_iou.csv,2026-08-09
5c9407c366d62c4e309a5fa61a48b7b7,7e7c7d39cc9b962c510facf7b92e676d,user_marked_not_same_lower_iou.csv,2026-08-09
5d68ab03ab12677506d8afb5b545c5b3,ab9b00885d5960b51efd3aa59cb95269,user_marked_not_same_lower_iou.csv,2026-08-09
5ea330d8b0924c0a4d0619ad49c6dd28,ee17748d9c053471c135f5a397e26560,user_marked_not_same_lower_iou.csv,2026-08-09
630cd3bb436af3e09290f7f4458b8f60,c6b4ba956e1d4fbe744d6e2839b4a723,user_marked_not_same_lower_iou.csv,2026-08-09
63226114e772943ce7f8017d9f5d4b90,70f71c6fa7ad2baeaff157a299e276a0,proposalA_keep_vs_cluster_keep|user_marked_not_same_scan3_safe.csv,2026-08-09
644bfd69ca745dd7e1884a4f4c2fc408,db72f176da2067093266eea7b743a949,user_marked_not_same_lower_iou.csv,2026-08-09
6465a5ab1539fe69d2392408606dfade,e4778d4b43e8e8877770edbfb2d4b3c1,user_marked_not_same_lower_iou.csv,2026-08-09
65fc1018a8862bdbe4d8a063c3130a0e,6edc4da86334190089f6a093bf258ab6,user_not_twins_p414_827_828_837_839.json|user_restore_multi_not_twins.csv,2026-08-09
66dc57a3320d9abd25eaf8b74c07c7bb,eaec64217afad712384c73f33591e422,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2026-08-09
68a362123aff27d79dbc5284a948030c,b4265cba12f772b5bb29989f775f8906,user_marked_not_same_soft24_regroup.csv,2026-08-09
691ff411542b91ee34c47726a5665c47,f18cbfc916ac8e35595c53c801784470,user_marked_not_same_lower_iou.csv,2026-08-09
696e3791b5590f7fe3c22fbe1ee369b4,ad990202d6e12f56b9f354b707eab35b,user_marked_not_same_lower_iou.csv,2026-08-09
6a363e70baf98838b0093f9ae93052fd,7f8e10f3342e3763a4251fbde58ba92e,user_not_twins_p414_827_828_837_839.json|user_restore_multi_not_twins.csv,2026-08-09
6bd476d515d75746bf716e578c704c3b,c76877d174f7020e6194d6b06aec770a,user_marked_not_same_lower_iou.csv,2026-08-09
6e79fc78cf67358d3d16daec5573b5a3,c0dbbf2b29da2ef0cab6bc7032e7ac92,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_not_twins_p414_827_828_837_839.json,2026-08-09
6eb1da90c9630e7c86f282c7eea4fe94,b6ded09044a0e4415d7c2424f3597e3e,user_marked_not_same_lower_iou.csv,2026-08-09
6edc4da86334190089f6a093bf258ab6,7d5dbfb91ce9be33221e4ba9358326fd,user_not_twins_p414_827_828_837_839.json|user_restore_multi_not_twins.csv,2026-08-09
70fa73960db8729c176876aefff96562,ff1ca9ec7c9d1694dcacaf5176976967,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2026-08-09
725fc40fce67c6980c56cc17eafd0eb0,e6b528e0bd6d4b69e3bfe318e550cbe1,user_marked_not_same_lower_iou.csv,2026-08-09
7459ad1c89716d7160c67bd1b7083f0f,ecbfe1443366caf1e5c4e0d9985d5c85,user_marked_not_same_lower_iou.csv,2026-08-09
77086e72bf6d11aa544700a8a3e5da45,e610af2c9bdb892102c1c239c836121f,user_marked_not_same_lower_iou.csv,2026-08-09
7790f122a65e43cbf84165a610eefcfd,e528d21e5e6c87a9a1579214f6ec345d,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2026-08-09
78a5b3a0da3234789fac1ba1110ccc40,c565cc5d7e32aa5bb05dfa84aa5f442f,user_marked_not_same_lower_iou.csv,2026-08-09
7fa4634ab59a7832bc877fef162eacaa,a1f79e44db2ca88a3c1b330af1343d61,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv,2026-08-09
81d946312f17a79100cf3471da48ac9b,a17e3c28db1efe5c03c927e64399f6aa,user_marked_not_same_lower_iou.csv,2026-08-09
84135442a04a1324138d1df78ed185d3,c93d4db23236f4e9d44fb3e4966b0bd3,user_marked_not_same_lower_iou.csv,2026-08-09
84a64d55903e7dfbad5e59693be25669,8fb9c792bb2152a5f3e2c60728be9af3,user_marked_not_same_lower_iou.csv,2026-08-09
84ddef23ac361e8977e4673ac116b6dd,e32eaa0214217a140bd12cd1592d9558,user_marked_not_same_lower_iou.csv,2026-08-09
87c639ec5365c2d6d61581be6407c8b6,d78288ac0177943bc0eead193451098e,user_marked_not_same_lower_iou.csv,2026-08-09
8b126306391fa2af0f8bea265f2c9666,b4265cba12f772b5bb29989f775f8906,proposalA_keep_vs_cluster_keep|user_marked_not_same_soft24_regroup.csv,2026-08-09
8ca4eea53dab8fb41f2ba01deb4e84db,b31d1678d2148a94702ffa5bd6ac3aba,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv|user_safe_not_twins_p476_480_511.json,2026-08-09
8dbbf6f6aebb8aea3339f70dbfd7cf07,c10d4753ac1782268289014b69697b90,user_marked_not_same_lower_iou.csv,2026-08-09
90a1a09e8b9543d69f9a90982ef5a789,f8e31591718a4a1934728a9767c6459c,user_marked_not_same_lower_iou.csv,2026-08-09
917bea3ff0173996f94b1adca79213e0,b3438f39bb7db17a8c77e5520613de21,user_marked_not_same_lower_iou.csv,2026-08-09
93b69d2902a418c407b43b1da3248c8d,be4ed7eb6be88b0c859a7dbdea0c90fc,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2026-08-09
997973f9f9c08b7eabd1d7fe09050f00,fa185cbfa3c6bb40a7dd0397b88539d9,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2026-08-09
9fbd2b9d9b4c1f0b811515ea0d762d61,a2fb69954b14fe15857b0f54515fc745,user_marked_not_same_lower_iou.csv,2026-08-09
a12ac7f1bc26fe59d642674fcbe45a30,f6df497ddcb8f033d7c28c05fe242aaa,user_marked_not_same_lower_iou.csv,2026-08-09
a48b27a0f0f78595b8d71a4b373acf81,fa1a79a5248bf5f5742fb14dabc070c6,user_marked_not_same_lower_iou_forced_train.csv,2026-08-09
a8321af1b53320df308a2dd4554fff52,dd11c9143fb6c56396e0693465d2430e,user_marked_not_same_lower_iou.csv,2026-08-09
b801c926e3101268f1b816bd658bcc2f,ed15d638e47b2a7c449674702e4d988c,user_marked_not_same_lower_iou.csv,2026-08-09
bbde3819952e358ed7c67acd1cd4516e,c4d5155c07787c688cae24917bf96411,user_marked_not_same_lower_iou.csv,2026-08-09
bd95b9c20d2a8dd686fb0f64432aa82f,c707c255c4694985f6f68331571bc656,user_marked_not_same_lower_iou.csv,2026-08-09
c4cde1827d4895957ca8507e37a3cf76,d676924aa4d2c3259e47e91955fe161f,rescan:user_rescan_safe_page1_decisions.csv|user_marked_not_same_safe_pairs.csv,2026-08-09
c507324c055ea7ec7a235159dc97675e,df599862faf0cd78b880fa7f6644407e,user_marked_not_same_lower_iou.csv,2026-08-09
cc749cec9e37b3e141e62a6a33c6eaf3,fa74ab756f01ab6b562643955d297cba,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2026-08-09
d72d765ec852ae3f40b39fa6111aa1a0,f82ed3f5d1a4a974884f7180af4f9ba5,user_marked_not_same_lower_iou.csv,2026-08-09
d8530375294e4c94c9c2aa2c7f79c13c,eea0cd8ab449057ce50b7d411b63d6e3,user_marked_not_same_lower_iou.csv|user_marked_not_same_lower_iou_forced_train.csv,2026-08-09
dbbd706e74cdd87e423b5e28d3c7f25a,f83af16db53783f37f6614cf3bc3e5af,user_marked_not_same_lower_iou.csv,2026-08-09
ea4567ff965f38683bdc7c7af2e08ae4,f102169b07ee29e61ed6001725f076e7,user_marked_not_same_lower_iou.csv,2026-08-09
